1 	270.000000 0.975593 288.000000 
2 0.100000 240.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 241.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 241.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 241.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 241.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 241.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 241.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 241.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 241.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 241.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 241.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 242.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 242.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 242.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 242.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 242.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 242.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 242.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 242.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 242.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 242.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 243.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 243.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 243.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 243.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 243.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 243.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 243.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 243.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 243.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 243.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 244.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 244.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 244.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 244.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 244.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 244.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 244.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 244.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 244.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 244.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 245.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 245.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 245.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 245.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 245.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 245.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 245.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 245.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 245.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 245.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 246.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 246.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 246.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 246.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 246.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 246.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 246.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 246.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 246.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 246.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 247.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 247.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 247.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 247.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 247.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 247.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 247.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 247.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 247.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 247.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 248.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 248.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 248.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 248.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 248.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 248.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 248.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 248.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 248.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 248.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 249.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 249.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 249.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 249.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 249.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 249.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 249.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 249.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 249.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 249.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 250.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 250.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 250.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 250.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 250.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 250.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 250.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 250.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 250.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 250.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 251.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 251.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 251.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 251.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 251.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 251.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 251.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 251.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 251.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 251.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 252.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 252.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 252.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 252.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 252.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 252.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 252.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 252.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 252.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 252.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 253.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 253.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 253.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 253.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 253.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 253.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 253.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 253.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 253.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 253.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 254.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 254.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 254.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 254.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 254.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 254.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 254.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 254.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 254.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 254.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 255.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 255.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 255.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 255.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 255.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 255.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 255.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 255.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 255.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 255.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 256.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 256.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 256.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 256.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 256.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 256.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 256.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 256.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 256.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 256.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 257.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 257.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 257.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 257.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 257.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 257.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 257.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 257.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 257.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 257.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 258.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 258.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 258.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 258.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 258.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 258.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 258.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 258.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 258.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 258.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 259.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 259.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 259.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 259.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 259.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 259.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 259.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 259.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 259.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 259.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 260.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 260.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 260.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 260.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 260.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 260.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 260.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 260.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 260.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 260.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 261.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 261.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 261.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 261.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 261.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 261.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 261.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 261.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 261.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 261.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 262.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 262.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 262.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 262.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 262.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 262.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 262.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 262.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 262.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 262.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 263.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 263.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 263.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 263.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 263.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 263.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 263.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 263.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 263.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 263.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 264.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 264.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 264.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 264.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 264.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 264.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 264.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 264.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 264.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 264.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 265.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 265.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 265.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 265.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 265.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 265.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 265.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 265.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 265.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 265.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 266.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 266.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 266.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 266.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 266.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 266.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 266.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 266.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 266.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 266.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 267.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 267.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 267.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 267.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 267.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 267.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 267.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 267.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 267.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 267.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 268.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 268.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 268.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 268.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 268.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 268.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 268.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 268.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 268.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 268.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 269.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 269.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 269.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 269.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 269.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 269.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 269.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 269.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 269.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 269.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 270.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 270.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 270.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 270.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 270.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 270.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 270.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 270.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 270.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 270.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 271.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 271.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 271.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 271.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 271.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 271.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 271.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 271.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 271.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 271.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 272.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 272.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 272.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 272.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 272.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 272.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 272.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 272.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 272.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 272.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 273.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 273.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 273.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 273.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 273.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 273.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 273.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 273.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 273.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 273.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 274.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 274.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 274.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 274.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 274.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 274.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 274.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 274.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 274.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 274.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 275.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 275.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 275.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 275.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 275.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 275.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 275.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 275.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 275.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 275.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 276.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 276.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 276.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 276.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 276.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 276.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 276.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 276.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 276.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 276.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 277.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 277.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 277.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 277.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 277.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 277.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 277.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 277.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 277.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 277.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 278.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 278.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 278.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 278.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 278.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 278.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 278.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 278.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 278.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 278.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 279.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 279.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 279.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 279.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 279.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 279.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 279.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 279.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 279.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 279.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 280.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 280.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 280.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 280.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 280.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 280.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 280.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 280.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 280.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 280.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 281.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 281.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 281.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 281.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 281.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 281.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 281.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 281.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 281.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 281.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 282.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 282.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 282.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 282.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 282.400000 nan nan 	 nan nan -nan -nan 
2 0.100000 282.500000 nan nan 	 nan nan -nan -nan 
2 0.100000 282.600000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 282.700000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 282.800000 nan nan 	 nan nan -nan -nan 
2 0.100000 282.900000 nan nan 	 nan nan -nan -nan 
2 0.100000 283.000000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 283.100000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 283.200000 nan nan 	 nan nan -nan -nan 
2 0.100000 283.300000 nan nan 	 nan nan -nan -nan 
2 0.100000 283.400000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 283.500000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 283.600000 nan nan 	 nan nan -nan -nan 
2 0.100000 283.700000 nan nan 	 nan nan -nan -nan 
2 0.100000 283.800000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 283.900000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 284.000000 nan nan 	 nan nan -nan -nan 
2 0.100000 284.100000 nan nan 	 nan nan -nan -nan 
2 0.100000 284.200000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 284.300000 -nan -nan 	 -nan -nan nan nan 
2 0.100000 284.400000 nan nan 	 nan nan -nan -nan 
